bad,loan,mortdue,value,reason,job,yoj,derog,delinq,clage,ninq,clno,debtinc,exp,di
1,15000,,50000,HomeImp,Other,0,3,4,206.97,1,45,44,1,M
1,15000,89200,114750,DebtCon,ProfEx,11,0,0,114.6,0,27,44,3,M
1,15000,109000,155000,DebtCon,Office,0,3,2,105.5,1,28,44,1,M
1,15000,42006,,DebtCon,Other,10,0,1,75.33,0,33,44,3,M
1,15000,153000,185625,DebtCon,Mgr,8,,2,154.2,,31,44,3,M
1,15000,33000,,,,0.9,7,5,144.87,0,20,44,1,M
1,15000,116400,146450,DebtCon,Other,17.5,0,1,255.67,1,29,44,3,M
1,15000,6124,35000,HomeImp,Other,1.5,1,0,91.27,0,5,44,1,M
1,15000,18900,80400,DebtCon,ProfEx,7,0,1,142,0,12,44,2,M
1,15000,54294,85460,DebtCon,Other,18,0,3,118.67,1,23,44,3,M
1,15000,,26100,DebtCon,Other,1.6,0,1,105.47,17,20,44,1,M
1,15000,73500,105000,DebtCon,Other,1,0,2,205.93,2,25,44,1,M
1,15000,40000,58000,,ProfEx,4,7,0,268.83,3,26,44,2,M
1,15000,68000,96000,DebtCon,Mgr,12,0,3,109.57,0,24,44,3,M
1,15000,62100,40000,DebtCon,ProfEx,1,0,0,111.6,2,13,44,1,M
1,15000,74000,90000,DebtCon,ProfEx,9,1,3,136.97,0,27,44,3,M
1,15000,16400,205950,DebtCon,Mgr,10,8,3,135.93,11,42,44,3,M
1,15000,55300,81000,DebtCon,Other,5.3,8,0,259.73,4,30,44,2,M
1,15000,166000,182175,DebtCon,,3.5,4,0,74.07,2,14,44,2,M
1,15000,54000,72865,DebtCon,Office,2.9,0,1,145.1,1,15,44,,M
1,15000,47000,73900,DebtCon,Office,2,1,5,73.1,1,16,44,1,M
1,15000,82000,130000,DebtCon,Mgr,18,0,5,122.73,10,19,44,3,M
1,15000,61438,127300,DebtCon,Self,4,1,3,134.27,1,17,44,2,M
1,15000,42000,111351,DebtCon,Other,6,,6,225.63,0,17,44,2,M
1,15000,79000,108000,HomeImp,Other,0.4,0,0,385.5,3,31,44,1,M
1,15000,125000,177100,HomeImp,ProfEx,10,3,1,221.17,0,14,44,3,M
1,15000,77544,102000,DebtCon,Sales,4,0,0,11.7,2,35,44,2,M
1,15000,61265,,DebtCon,Office,22,0,0,186.67,1,21,44,3,M
0,15000,96983,140487,HomeImp,ProfEx,15,0,0,132.42,4,21,35.348,3,C
0,15000,26284,40908,DebtCon,ProfEx,20,0,1,198.83,1,16,32.012,3,B
0,15000,5627,64962,DebtCon,Sales,0,0,0,341.5,0,6,39.997,1,C
0,15000,46867,67529,DebtCon,Other,7,0,0,133.79,3,48,31.486,2,B
0,15000,73187,111623,DebtCon,Other,4,0,0,98.14,2,14,36.237,2,C
0,15000,65584,92582,DebtCon,Other,10,0,0,82.95,2,10,34.317,3,B
0,15000,,68020,,,1,0,0,,0,0,1.921,1,A
0,15000,27954,79333,HomeImp,Other,,0,0,256,1,49,42.582,1,D
0,15000,84832,107207,HomeImp,Other,19,0,0,124.45,4,23,28.558,3,B
0,15000,89165,106392,DebtCon,Sales,12,,2,166.09,0,17,35.033,3,C
0,15000,44623,72225,DebtCon,Other,1,0,0,268.42,0,21,28.132,1,B
0,15100,140193,176342,DebtCon,Mgr,11,0,0,248.19,0,20,30.08,3,B
0,15100,81461,93548,DebtCon,Other,2,0,0,160.1,0,22,41.007,1,D
1,15100,45351,65481,DebtCon,Other,4,0,0,91.72,9,18,39.07,2,C
0,15100,,53238,DebtCon,Other,,,,350.96,,16,34.056,1,B
0,15100,73505,109656,DebtCon,Other,5,0,0,81.96,2,13,36.461,2,C
0,15100,72645,106343,DebtCon,Other,5,0,0,80.77,2,13,34.476,2,B
0,15100,49533,63607,DebtCon,Other,2,0,0,180.52,0,14,36.377,1,C
0,15100,68043,80686,DebtCon,Office,4,0,0,119.67,1,20,21.418,2,A
0,15100,,57940,DebtCon,Office,0,0,0,86.89,1,8,38.85,1,C
0,15100,96763,114896,HomeImp,Office,2,0,0,144.53,0,21,36.372,1,C
1,15100,54000,77542,HomeImp,ProfEx,13,1,1,122.57,1,26,44,3,M
0,15100,,65961,,,0,0,0,,0,0,1.604,1,A
0,15100,38549,59853,DebtCon,,5,0,0,104.18,2,9,29.142,2,B
1,15100,,,,,0,0,0,,0,0,44,1,M
0,15100,60264,87110,HomeImp,ProfEx,5,0,0,111.4,0,13,26.062,2,B
0,15100,53549,99812,DebtCon,ProfEx,4,0,0,127.12,2,21,37.957,2,C
0,15100,44959,68483,DebtCon,Mgr,27,1,0,279.95,1,17,37.181,3,C
0,15100,101378,143229,HomeImp,ProfEx,12,0,0,129.54,4,21,36.776,3,C
0,15100,45579,54065,DebtCon,Other,,0,0,79.76,0,15,41.447,1,D
0,15100,26196,45657,HomeImp,Other,9,0,0,86.72,1,12,29.322,3,B
0,15100,127045,163833,DebtCon,Office,4,0,0,135.98,0,21,25.862,2,B
0,15100,44700,76456,DebtCon,Mgr,5,0,0,134.5,0,9,29.384,2,B
0,15100,39679,62674,DebtCon,,5,1,0,95.6,1,9,28.506,2,B
0,15100,,32289,DebtCon,Other,13,,,81.95,1,9,33.535,3,B
0,15100,81298,108947,DebtCon,ProfEx,9,0,0,194.44,1,35,42.246,3,D
0,15100,,98114,,Other,,0,0,198.08,1,10,31.546,1,B
1,15200,58000,77000,DebtCon,Other,0.9,1,0,127.87,3,26,44,1,M
0,15200,5076,66536,DebtCon,Sales,2,0,0,323.1,0,5,40.253,1,C
0,15200,44414,60098,DebtCon,,4,1,0,105.75,2,9,27.375,2,B
0,15200,59544,86360,HomeImp,ProfEx,5,0,0,120.14,0,12,27.616,2,B
0,15200,87116,105971,HomeImp,Other,21,0,0,147.95,4,24,27.962,3,B
0,15200,47453,73068,DebtCon,ProfEx,20,0,0,196.7,0,16,22.384,3,A
0,15200,137128,184660,DebtCon,Mgr,11,0,0,254.36,0,21,28.815,3,B
0,15200,102925,114520,HomeImp,Office,3,0,0,137.39,0,22,36.446,,C
0,15200,85303,131022,DebtCon,ProfEx,14,0,0,295.5,0,18,29.61,3,B
0,15200,49428,62696,DebtCon,Mgr,27,0,0,265.4,1,16,38.501,3,C
0,15200,69320,89644,DebtCon,Other,11,0,0,91.74,2,11,31.115,3,B
0,15200,,67103,,,1,0,0,,0,0,3.689,1,A
1,15200,105328,113931,HomeImp,ProfEx,3,0,0,138.13,2,32,61.891,,E
0,15200,47200,74510,DebtCon,ProfEx,17,0,0,174.52,0,23,41.863,3,D
0,15200,20005,39605,DebtCon,Mgr,8,0,0,96.73,0,10,21.742,3,A
0,15200,142766,177998,DebtCon,Mgr,12,0,0,260.38,0,21,27.533,3,B
1,15200,96341,118734,DebtCon,Other,1,1,,90.73,1,26,39.14,1,C
0,15200,34854,63519,DebtCon,ProfEx,6,0,0,275.48,0,15,20.785,2,A
0,15200,41049,50892,DebtCon,ProfEx,1,0,0,276.17,1,34,38.38,1,C
0,15200,43961,62171,DebtCon,Other,,0,0,124.81,1,18,39.58,1,C
0,15200,90108,118941,HomeImp,Mgr,2,0,2,170.94,0,25,41.158,1,D
0,15200,40341,58834,DebtCon,Other,,0,0,100.01,0,15,41.103,1,D
0,15200,7879,95124,HomeImp,Other,13,0,1,270.29,0,22,29.16,3,B
0,15200,65000,92000,DebtCon,Office,1,0,0,152.13,4,20,44,1,M
0,15200,102699,121925,HomeImp,Office,2,0,0,155.92,0,22,36.746,1,C
0,15200,,100320,,Other,,0,0,190.26,0,9,33.8,1,B
0,15200,77636,95682,DebtCon,ProfEx,10,1,1,335.84,,41,37.983,3,C
0,15200,71233,84439,DebtCon,Other,1,0,0,242.98,2,26,32.21,1,B
0,15200,8723,66817,DebtCon,Sales,0,0,0,309.5,0,5,37.764,1,C
0,15200,64028,95482,DebtCon,Office,2,0,0,174.16,0,24,24.862,1,B
0,15200,53433,114245,HomeImp,Office,2,,3,155.37,1,24,36.955,1,C
0,15200,59745,81269,DebtCon,,8,,,,,,26.986,3,B
0,15300,65298,94301,DebtCon,Office,1,0,0,150.5,4,19,31.358,1,B
0,15300,22057,44461,,Office,1,0,0,210.28,0,16,40.432,1,C
0,15300,22079,168281,HomeImp,Self,8,0,0,301.49,0,27,27.771,3,B
0,15300,57840,86903,DebtCon,Other,0,0,0,110.83,4,11,38.826,1,C
0,15300,14695,48095,DebtCon,ProfEx,1,0,0,301.66,0,16,19.012,1,A
0,15300,83039,99630,DebtCon,ProfEx,8,1,2,354.46,,42,38.266,3,C
0,15300,,92320,DebtCon,Office,28,0,0,326,0,15,15.336,3,A
0,15300,62094,96938,,ProfEx,9,0,0,,0,15,25.407,3,B
0,15300,82439,99896,DebtCon,ProfEx,1,0,0,281.2,1,21,39.409,1,C
0,15300,83004,121108,,,,,,,,,36.823,1,C
0,15300,39065,54970,DebtCon,Other,,0,0,73.76,0,15,41.823,1,D
0,15300,79541,94973,DebtCon,Other,5,2,0,76.21,0,20,22.903,2,A
0,15300,81500,102000,HomeImp,ProfEx,3.5,0,0,123.77,1,25,44,2,M
0,15300,101000,112500,DebtCon,Other,1,0,0,129.87,2,21,44,1,M
0,15300,42100,65000,DebtCon,Other,7,0,0,95.33,3,15,44,2,M
1,15300,21383,38480,HomeImp,Mgr,20,0,1,182.6,4,31,44,3,M
1,15300,96700,,HomeImp,Other,5,0,1,225.17,0,24,44,2,M
0,15300,101311,113253,DebtCon,Other,0,0,0,140.08,1,21,40.667,1,C
0,15300,127172,156578,DebtCon,Mgr,,0,0,213.29,0,19,36.29,1,C
0,15300,88251,103063,HomeImp,Other,18,0,0,127.57,3,23,28.172,3,B
0,15300,59083,96073,DebtCon,ProfEx,8,0,0,194.01,0,19,20.488,3,A
0,15300,109767,117552,DebtCon,ProfEx,0,0,0,125.94,0,30,37.689,1,C
0,15300,54412,95123,DebtCon,ProfEx,6,0,0,134.24,2,22,35.086,2,C
0,15300,53736,102094,HomeImp,Other,0,0,2,33.45,1,10,40.105,1,C
0,15300,,53184,DebtCon,Office,1,0,0,81.63,1,9,39.008,1,C
0,15300,84989,98781,HomeImp,Office,,0,0,184.55,0,25,43.017,1,E
0,15300,33113,57991,DebtCon,Other,4,0,0,122.58,1,16,40.57,2,C
0,15300,24025,42722,,Office,2,0,0,207.96,0,15,37.123,1,C
1,15300,78375,108175,HomeImp,Other,6,1,0,82.1,0,20,22.503,2,A
0,15300,77069,104534,DebtCon,ProfEx,0,0,0,276.92,2,21,39.245,1,C
1,15300,49421,67343,DebtCon,Other,4,0,0,57.93,6,22,42.93,2,D
0,15400,103934,113696,DebtCon,Office,4,0,0,265.59,1,34,26.75,2,B
0,15400,32131,47338,HomeImp,Other,9,0,0,93.37,1,11,31.409,3,B
0,15400,100848,129454,HomeImp,ProfEx,10,0,0,174.9,2,31,28.066,3,B
0,15400,48275,69427,DebtCon,ProfEx,17,0,0,202.55,0,15,23.16,3,A
0,15400,32855,69663,DebtCon,ProfEx,7,0,0,256.23,1,16,23.31,2,A
0,15400,10074,57135,DebtCon,ProfEx,4,0,0,310.37,0,16,17.601,2,A
0,15400,50402,65561,DebtCon,Mgr,25,0,0,282.62,0,16,38.098,3,C
1,15400,180017,206148,DebtCon,Mgr,2,0,2,196.03,1,49,36.417,1,C
0,15400,59518,91172,DebtCon,Office,2,0,0,159,0,25,24.99,1,B
1,15400,63456,96794,DebtCon,ProfEx,3,0,0,85.53,0,28,37.363,,C
0,15400,25822,43334,,Office,1,0,0,211.02,0,15,40.529,1,C
0,15400,104451,119195,DebtCon,Office,5,0,0,264.76,0,34,29.963,2,B
0,15400,58085,91192,DebtCon,ProfEx,10,0,0,191.34,0,19,21.364,3,A
0,15400,,43899,HomeImp,Other,0,0,0,324.55,1,9,27.78,1,B
0,15400,34574,69751,DebtCon,ProfEx,6,0,0,254.06,1,16,22.721,2,A
0,15400,110900,126400,DebtCon,,16,0,0,179.57,1,18,44,3,M
0,15400,47749,74451,DebtCon,Mgr,3,0,0,133.9,1,8,27.922,,B
0,15400,,55421,DebtCon,Office,2,0,0,81.28,2,9,38.724,1,C
0,15400,73793,86176,DebtCon,Other,2,1,0,229.37,3,26,30.959,1,B
0,15400,30703,57184,HomeImp,Other,10,0,0,122.8,0,10,18.151,3,A
0,15400,28669,43078,DebtCon,Mgr,14,1,0,108.2,1,17,24.674,3,B
0,15400,101981,145125,DebtCon,Office,3,,,105.55,3,15,32.699,,B
0,15400,7839,48276,DebtCon,ProfEx,4,0,0,315.18,0,16,18.302,2,A
0,15400,39452,56834,DebtCon,Other,7,1,0,120.06,1,15,39.909,2,C
0,15400,50121,67755,DebtCon,Other,3,0,0,168.75,0,14,37.561,,C
1,15500,57993,82248,DebtCon,Other,10,0,0,173.07,0,16,32.142,3,B
0,15500,56206,137388,DebtCon,Other,2,0,0,275.52,4,42,39.744,1,C
0,15500,158506,179499,DebtCon,ProfEx,8,,0,195.69,4,26,40.739,3,C
0,15500,59316,80837,DebtCon,Other,1,0,0,126.91,3,11,35.901,1,C
0,15500,127793,158580,DebtCon,Mgr,,0,0,229.35,0,19,39.51,1,C
0,15500,36650,62963,DebtCon,ProfEx,6,0,0,260.86,0,16,24.299,2,B
0,15500,74761,92729,DebtCon,ProfEx,9,0,1,339.09,,42,37.475,3,C
0,15500,25448,39188,,Office,3,0,0,215.59,0,16,38.975,,C
0,15500,93730,106841,DebtCon,Sales,13,,1,132.82,0,18,33.293,3,B
0,15500,88929,115249,DebtCon,ProfEx,0,0,2,156.13,0,34,32.034,1,B
0,15500,79185,88693,DebtCon,Mgr,19,0,0,244.21,10,23,36.339,3,C
0,15500,98646,115669,DebtCon,Other,13,0,0,177.55,0,26,33.351,3,B
0,15500,71412,93723,DebtCon,Mgr,19,0,0,238.5,11,24,35.966,3,C
0,15500,97596,119326,DebtCon,Office,0,,3,254.71,1,30,40.987,1,C
0,15500,52051,88200,DebtCon,Office,30,0,0,211.07,0,22,44,3,M
1,15500,48100,67000,DebtCon,Other,15,,,,,,44,3,M
1,15500,26452,43900,DebtCon,Mgr,21,1,2,215.07,0,19,44,3,M
1,15500,38900,60500,DebtCon,Other,8,7,4,95.9,2,53,44,3,M
0,15500,28269,52822,HomeImp,Other,9,0,0,120.61,1,9,18.183,3,A
0,15500,25751,43531,,Office,0,0,0,213.36,0,16,37.795,1,C
0,15500,46846,70082,DebtCon,ProfEx,7,0,0,152.17,2,12,30.131,2,B
0,15500,46125,63276,DebtCon,Mgr,27,0,0,298.48,0,16,39.307,3,C
1,15500,54653,73117,DebtCon,Other,13,,,,,,29.542,3,B
0,15500,20800,173566,HomeImp,Self,6,0,0,292.03,0,26,25.563,2,B
1,15500,82054,104627,DebtCon,Sales,3,0,0,9.05,1,35,60.646,,E
0,15500,116543,133986,DebtCon,,17,0,0,164.68,1,18,37.571,3,C
0,15500,17727,39746,,Office,1,0,0,204.1,0,16,40.66,1,C
0,15500,96426,122322,DebtCon,Office,12,0,0,226.28,0,12,40.868,3,C
0,15600,,66837,,,9,0,0,94.69,0,15,26.323,3,B
0,15600,83758,106992,HomeImp,ProfEx,3,0,0,127.67,1,24,39.015,,C
0,15600,102572,112721,DebtCon,Office,3,0,1,271.27,0,33,29.634,,B
0,15600,49151,62005,DebtCon,Other,4,0,0,185.65,0,14,36.021,2,C
0,15600,102881,117868,DebtCon,Other,11,0,0,287.44,2,19,31.76,3,B
0,15600,104458,137583,DebtCon,Other,1,0,0,280.79,0,46,41.235,1,D
0,15600,27599,47615,HomeImp,Other,10,0,0,90.33,1,12,29.675,3,B
0,15600,75701,106389,DebtCon,ProfEx,0,0,0,278.68,2,21,40.108,1,C
0,15600,62622,106824,HomeImp,ProfEx,9,0,0,261.02,0,11,34.979,3,B
0,15600,76724,96942,DebtCon,Other,0,1,0,157.41,1,18,34.24,1,B
0,15600,89312,110431,HomeImp,ProfEx,2,0,0,110.43,1,25,39.213,1,C
0,15600,105959,121747,DebtCon,Other,0,0,0,120.53,2,21,39.295,1,C
0,15600,58728,92443,HomeImp,ProfEx,6,0,0,128.03,0,13,28.485,2,B
1,15600,74156,101136,DebtCon,Mgr,11,0,3,107.39,0,24,27.696,3,B
1,15600,63500,80000,DebtCon,Sales,0.2,3,0,104.57,2,20,44,1,M
0,15600,92789,123455,DebtCon,Other,13,0,0,176.73,0,26,36.544,3,C
0,15600,68056,103179,HomeImp,ProfEx,7,0,0,263.39,1,12,37.183,2,C
0,15600,47537,66581,DebtCon,Other,7,0,1,116.61,3,48,30.373,2,B
1,15600,62582,131510,DebtCon,Self,2,0,2,122.6,1,17,38.588,1,C
0,15600,51990,141518,DebtCon,Other,1,0,0,272.5,3,43,39.302,1,C
1,15700,53443,77704,DebtCon,Office,2,0,5,73.09,0,16,45.195,1,E
0,15700,80200,88545,DebtCon,Mgr,21,0,0,242.6,10,24,36.297,3,C
0,15700,64625,93272,DebtCon,Office,0,0,0,178.89,0,24,23.744,1,A
0,15700,64793,99157,HomeImp,ProfEx,22,0,0,244.73,1,23,38.328,3,C
0,15700,135886,181894,DebtCon,Mgr,10,0,0,247.97,0,21,30.326,3,B
0,15700,75764,97122,DebtCon,Other,5,2,0,70.73,0,21,24.432,2,B
0,15700,35873,52800,HomeImp,Other,10,0,0,128.24,0,10,20.95,3,A
0,15700,46423,72198,DebtCon,Other,0,,2,267.44,1,10,36.529,1,C
0,15700,48093,65686,DebtCon,ProfEx,3,0,0,149.91,1,12,30.486,,B
0,15700,111367,127421,DebtCon,,16,0,0,184.23,1,18,41.035,3,D
1,15700,149305,,DebtCon,ProfEx,25,0,2,382.86,0,71,38.228,3,C
0,15700,85384,101302,DebtCon,Other,1,0,0,128.29,0,22,41.57,1,D
0,15700,95128,122248,DebtCon,Other,10,0,0,171.02,0,27,36.333,3,C
0,15700,,28198,DebtCon,Other,12,,,87.62,2,9,32.445,3,B
0,15700,79346,93472,DebtCon,Mgr,19,0,0,244.48,11,23,33.196,3,B
0,15700,64185,84000,DebtCon,Other,0.2,2,2,112.03,2,26,44,1,M
1,15700,60316,80000,DebtCon,Mgr,0.2,1,0,85.2,1,23,44,1,M
1,15700,83761,125860,HomeImp,Other,1,0,0,,0,0,44,1,M
0,15700,16804,34294,DebtCon,Mgr,9,0,0,131.77,0,10,23.98,3,A
0,15700,122646,204282,DebtCon,Other,2,0,0,201.92,0,17,26.318,1,B
0,15700,87754,103045,HomeImp,Other,21,0,0,147.45,4,23,29.182,3,B
0,15700,,54557,DebtCon,Office,2,0,0,93.04,2,8,41.256,1,D
0,15700,99618,131710,DebtCon,Mgr,5,,,236.68,2,41,37.866,2,C
0,15700,81709,111127,HomeImp,ProfEx,4,0,0,123.62,0,25,37.561,2,C
0,15700,40314,60640,HomeImp,Other,25,0,0,255.53,0,13,22.541,3,A
0,15700,46124,67964,DebtCon,ProfEx,6,0,0,155.75,2,12,28.798,2,B
0,15700,74587,93180,DebtCon,Mgr,19,0,0,263.16,10,24,35.404,3,C
0,15700,58410,89082,DebtCon,Office,29,0,0,211.81,0,21,31.058,3,B
1,15700,53478,68885,DebtCon,Other,5,0,0,83.7,5,17,40.35,2,C
0,15700,83830,122719,,,,,,,,,35.165,1,C
0,15800,91095,109401,DebtCon,Sales,12,,1,154.36,0,17,33.526,3,B
0,15800,51281,144202,DebtCon,Other,1,0,0,286,4,43,41.538,1,D
0,15800,9407,60165,DebtCon,Sales,1,0,0,310.66,0,5,40.051,1,C
0,15800,61073,90897,DebtCon,ProfEx,8,0,0,208.5,0,20,23.036,3,A
0,15800,25344,79736,HomeImp,Other,,0,0,249.98,0,50,42.436,1,D
0,15800,,30395,DebtCon,Other,12,,,85.27,2,8,33.565,3,B
0,15800,89765,111792,DebtCon,ProfEx,1,0,2,143.36,1,34,33.059,1,B
0,15800,,44144,HomeImp,Other,0,0,0,315.81,1,9,25.65,1,B
1,15800,58100,83000,DebtCon,ProfEx,2,1,1,284.07,4,27,44,1,M
1,15800,,58995,HomeImp,Other,1,2,3,194.99,1,45,52.203,1,E
1,15800,104913,121214,DebtCon,ProfEx,2,0,0,134,0,21,44.915,1,E
0,15800,51163,157644,DebtCon,ProfEx,19,0,0,239.22,0,28,20.748,3,A
0,15800,101246,142340,DebtCon,Office,2,,,109.29,2,16,33.771,1,B
0,15800,78905,97628,DebtCon,Other,0,0,0,152.17,0,23,42.218,1,D
1,15800,74815,89721,DebtCon,Mgr,16,0,0,,0,0,37.985,3,C
0,15800,24939,39285,,Office,2,0,0,209.04,0,16,38.888,1,C
0,15800,103537,111139,DebtCon,Office,3,0,1,252.27,1,34,27.674,,B
0,15800,102552,138171,HomeImp,ProfEx,13,0,0,116.76,4,21,35.113,3,C
0,15800,58388,100944,HomeImp,Other,0,0,3,51.53,1,10,39.863,1,C
0,15800,,96579,DebtCon,Office,28,0,0,328.21,0,15,12.154,3,A
0,15800,71820,89739,DebtCon,Other,0,1,1,122.96,1,25,33.519,1,B
0,15800,94363,128434,DebtCon,Mgr,4,,,241.74,2,42,39.222,2,C
0,15800,41661,80457,DebtCon,Mgr,3,0,1,137.32,0,8,27.434,,B
0,15800,,96642,DebtCon,Office,26,0,0,335.15,0,16,12.707,3,A
0,15800,20665,43790,DebtCon,Mgr,8,0,0,108.41,0,11,22.827,3,A
1,15800,42504,64847,HomeImp,Other,,0,0,120.74,2,18,36.834,1,C
0,15800,46716,60231,DebtCon,Other,3,0,0,191.32,0,13,28.054,,B
1,15800,69928,,,Other,23,0,3,82.44,1,14,32.327,3,B
0,15800,74575,95815,DebtCon,Other,7,2,0,69.58,0,21,24.109,2,B
0,15900,95120,114674,DebtCon,Office,4,0,1,278.89,0,34,28.232,2,B
0,15900,46731,71521,DebtCon,ProfEx,18,0,0,192.14,0,22,40.362,3,C
0,15900,96854,156450,DebtCon,Mgr,1,0,0,212.67,0,19,40.213,1,C
0,15900,65827,97935,DebtCon,Office,1,0,0,160.42,4,20,32.6,1,B
0,15900,52012,105877,HomeImp,Other,0,0,2,50.53,1,10,40.392,1,C
0,15900,50715,70467,DebtCon,Other,0,,1,285.39,0,10,36.05,1,C
0,15900,49516,105352,HomeImp,Other,0,0,2,54.44,0,9,40.271,1,C
0,15900,94108,113888,HomeImp,Office,2,0,0,140.51,0,21,36.319,1,C
0,15900,38514,50309,DebtCon,Other,6,1,0,101.83,1,16,38.878,2,C
0,15900,79660,96393,DebtCon,Other,4,2,0,84.21,1,21,22.113,2,A
0,15900,102564,120724,DebtCon,ProfEx,0,0,0,125.83,0,30,37.994,1,C
0,15900,38860,68912,DebtCon,ProfEx,9,0,0,250.93,1,16,22.175,3,A
0,15900,101412,119751,DebtCon,Other,9,0,0,299.95,2,18,30.177,3,B
0,15900,97478,120514,DebtCon,Office,1,,3,264.26,1,29,41.84,1,D
0,15900,48563,64679,DebtCon,ProfEx,4,0,0,156.1,2,12,27.809,2,B
0,15900,42623,66458,DebtCon,ProfEx,4,0,0,146.83,1,12,30.289,2,B
0,15900,69548,89775,DebtCon,Other,1,0,0,230.67,2,25,30.108,1,B
1,15900,43830,59530,DebtCon,Other,4.6,1,0,148.13,1,27,44,2,M
1,15900,89500,104200,DebtCon,ProfEx,15,0,3,183.63,0,37,44,3,M
0,15900,107336,120451,DebtCon,Other,1,0,0,123.47,2,21,37.992,1,C
0,15900,112973,129878,DebtCon,,17,0,0,179.13,0,17,39.192,3,C
1,15900,101337,,HomeImp,Other,4,0,0,235.63,0,23,20.723,2,A
0,15900,68304,92271,DebtCon,Other,1,1,2,113.23,2,25,32.882,1,B
0,15900,68079,90212,HomeImp,Other,,0,0,304.24,0,19,30.422,1,B
0,15900,71841,96424,HomeImp,Office,10,,,111.44,0,11,36.955,3,C
0,15900,88000,109500,DebtCon,ProfEx,7,0,0,138,2,21,44,2,M
0,15900,58518,82095,HomeImp,ProfEx,10,0,2,177.25,0,14,28.819,3,B
0,15900,90017,114267,DebtCon,ProfEx,8,0,0,205.22,2,36,41.231,3,D
0,15900,19639,171350,HomeImp,Self,8,0,0,311.31,0,26,26.877,3,B
0,15900,94078,118359,DebtCon,Other,13,0,0,125.55,1,8,37.782,3,C
0,15900,16744,52234,DebtCon,ProfEx,3,0,0,288.42,0,16,17.452,,A
0,16000,56295,77146,DebtCon,Office,0,0,0,190.4,0,24,31.737,1,B
0,16000,,51792,DebtCon,Other,,,,340.68,,17,30.612,1,B
0,16000,71861,95315,HomeImp,ProfEx,24,0,0,241.41,1,23,35.475,3,C
0,16000,32918,52482,DebtCon,ProfEx,3,0,0,259.57,0,34,40.347,,C
0,16000,74459,103255,DebtCon,Other,6,3,0,72.86,1,21,24.935,2,B
0,16000,20648,167020,HomeImp,Self,5,0,0,315.47,0,26,25.913,2,B
0,16000,82097,100225,DebtCon,Other,0,0,0,129.37,0,22,39.827,1,C
0,16000,133193,160919,DebtCon,Mgr,,0,0,223.34,0,18,37.302,1,C
0,16000,88093,106943,DebtCon,ProfEx,7,0,0,207.2,1,36,42.573,2,D
1,16000,20000,60000,HomeImp,Other,11,0,0,51.03,0,9,44,3,M
0,16000,31000,54000,DebtCon,Other,16,0,0,110.6,1,18,44,3,M
0,16000,101000,130000,DebtCon,ProfEx,7.5,0,0,102.5,0,14,44,3,M
0,16000,62200,89200,DebtCon,Other,1.9,0,0,176.53,1,31,44,1,M
0,16000,90900,152300,HomeImp,ProfEx,5,0,0,102.5,0,17,44,2,M
0,16000,42000,63400,HomeImp,Office,3.5,0,0,123.8,0,18,44,2,M
0,16000,38600,57822,DebtCon,Other,17,0,0,276.97,0,22,44,3,M
0,16000,96000,160050,,Other,,1,,260.77,,24,44,1,M
0,16000,65000,91000,DebtCon,Mgr,0.2,0,0,85.23,0,17,44,1,M
0,16000,16300,128200,DebtCon,Other,10,0,0,366.27,1,10,44,3,M
1,16000,69322,106189,HomeImp,ProfEx,2,1,1,238.4,0,31,44,1,M
1,16000,83200,,DebtCon,ProfEx,0.6,0,0,318.57,9,27,44,1,M
1,16000,88238,117500,DebtCon,Other,4,0,3,176.47,5,34,44,2,M
1,16000,50000,71130,DebtCon,ProfEx,2.5,0,0,189.7,0,22,44,,M
1,16000,70000,87400,DebtCon,Office,18,,3,145.87,3,18,44,3,M
0,16000,63005,90908,HomeImp,Other,,0,0,295.12,0,20,29.015,1,B
0,16000,,33382,DebtCon,Other,13,,,84.93,1,9,33.721,3,B
0,16000,98338,115759,DebtCon,Other,8,0,0,296.08,1,19,30.063,3,B
0,16000,84505,108652,DebtCon,Office,30,,1,332.39,2,48,33.742,3,B
0,16000,71670,84124,DebtCon,Other,10,0,0,81.6,3,12,32.949,3,B
0,16000,52546,63837,DebtCon,Other,7,0,1,122.2,2,49,30.143,2,B
0,16000,77067,94613,DebtCon,Other,5,0,0,207.41,3,18,41.059,2,D
0,16000,,46140,DebtCon,Other,,,,344.58,,16,31.641,1,B
0,16000,85228,91519,HomeImp,Office,,0,0,162.77,0,26,43.584,1,E
0,16000,62973,87698,DebtCon,Office,1,0,0,156.43,0,24,23.571,1,A
0,16000,140979,181166,DebtCon,Mgr,9,0,0,236.71,0,21,27.841,3,B
0,16000,57944,89778,HomeImp,ProfEx,2,0,0,135.61,0,12,25.726,1,B
0,16000,65901,85627,DebtCon,Office,5,0,0,117.36,0,20,21.445,2,A
0,16000,66395,85782,DebtCon,Other,1,2,1,99.52,1,25,33.207,1,B
0,16000,69861,87086,DebtCon,Other,7,0,0,205.33,2,18,43.436,2,E
1,16100,49371,77400,DebtCon,Office,3,2,2,214.06,1,51,44.217,,E
0,16100,76644,103192,DebtCon,Other,5,2,0,76.08,0,20,24.188,2,B
0,16100,94089,159427,HomeImp,ProfEx,6,0,0,101.96,0,16,35.995,2,C
1,16100,,30695,HomeImp,Other,11,0,1,64.34,2,2,29.233,3,B
0,16100,63798,91045,HomeImp,Other,,0,0,298.21,0,19,30.962,1,B
